user_id,location_id,rating_x,name,description,city,province,openTime,closeTime,latitude,longitude,accessibility,historical_context,hands_on_activities,rating_y
652b9e279c8deef2485bf8ff,652b9d229c8deef2485bf8eb,5,Kelaniya Raja Maha Viharaya,"One of the most sacred Buddhist temples in Sri Lanka, believed to have been visited by Lord Buddha. It boasts vibrant murals and a stupa.","Kelaniya, Colombo",Western,0:00 AM,0:00 AM,7.534774392447118,80.557663210421, Accessible Parking,Ancient Buddhist monastery,"Photography, Sightseeing, Relaxing",4.8
652b9e279c8deef2485bf8fa,652b9d229c8deef2485bf8eb,5,Kelaniya Raja Maha Viharaya,"One of the most sacred Buddhist temples in Sri Lanka, believed to have been visited by Lord Buddha. It boasts vibrant murals and a stupa.","Kelaniya, Colombo",Western,0:00 AM,0:00 AM,7.534774392447118,80.557663210421, Accessible Parking,Ancient Buddhist monastery,"Photography, Sightseeing, Relaxing",4.8
652b9e279c8deef2485bf8fd,652b9d229c8deef2485bf8eb,3,Kelaniya Raja Maha Viharaya,"One of the most sacred Buddhist temples in Sri Lanka, believed to have been visited by Lord Buddha. It boasts vibrant murals and a stupa.","Kelaniya, Colombo",Western,0:00 AM,0:00 AM,7.534774392447118,80.557663210421, Accessible Parking,Ancient Buddhist monastery,"Photography, Sightseeing, Relaxing",4.8
652b9e279c8deef2485bf903,652b9d229c8deef2485bf8eb,5,Kelaniya Raja Maha Viharaya,"One of the most sacred Buddhist temples in Sri Lanka, believed to have been visited by Lord Buddha. It boasts vibrant murals and a stupa.","Kelaniya, Colombo",Western,0:00 AM,0:00 AM,7.534774392447118,80.557663210421, Accessible Parking,Ancient Buddhist monastery,"Photography, Sightseeing, Relaxing",4.8
652b9e279c8deef2485bf903,652b9d229c8deef2485bf8eb,4,Kelaniya Raja Maha Viharaya,"One of the most sacred Buddhist temples in Sri Lanka, believed to have been visited by Lord Buddha. It boasts vibrant murals and a stupa.","Kelaniya, Colombo",Western,0:00 AM,0:00 AM,7.534774392447118,80.557663210421, Accessible Parking,Ancient Buddhist monastery,"Photography, Sightseeing, Relaxing",4.8
652b9e279c8deef2485bf908,652b9d229c8deef2485bf8eb,5,Kelaniya Raja Maha Viharaya,"One of the most sacred Buddhist temples in Sri Lanka, believed to have been visited by Lord Buddha. It boasts vibrant murals and a stupa.","Kelaniya, Colombo",Western,0:00 AM,0:00 AM,7.534774392447118,80.557663210421, Accessible Parking,Ancient Buddhist monastery,"Photography, Sightseeing, Relaxing",4.8
652b9e279c8deef2485bf908,652b9d229c8deef2485bf8eb,4,Kelaniya Raja Maha Viharaya,"One of the most sacred Buddhist temples in Sri Lanka, believed to have been visited by Lord Buddha. It boasts vibrant murals and a stupa.","Kelaniya, Colombo",Western,0:00 AM,0:00 AM,7.534774392447118,80.557663210421, Accessible Parking,Ancient Buddhist monastery,"Photography, Sightseeing, Relaxing",4.8
652b9e279c8deef2485bf909,652b9d229c8deef2485bf8eb,3,Kelaniya Raja Maha Viharaya,"One of the most sacred Buddhist temples in Sri Lanka, believed to have been visited by Lord Buddha. It boasts vibrant murals and a stupa.","Kelaniya, Colombo",Western,0:00 AM,0:00 AM,7.534774392447118,80.557663210421, Accessible Parking,Ancient Buddhist monastery,"Photography, Sightseeing, Relaxing",4.8
652b9e279c8deef2485bf90d,652b9d229c8deef2485bf8eb,1,Kelaniya Raja Maha Viharaya,"One of the most sacred Buddhist temples in Sri Lanka, believed to have been visited by Lord Buddha. It boasts vibrant murals and a stupa.","Kelaniya, Colombo",Western,0:00 AM,0:00 AM,7.534774392447118,80.557663210421, Accessible Parking,Ancient Buddhist monastery,"Photography, Sightseeing, Relaxing",4.8
652b9e279c8deef2485bf8f5,652b9d229c8deef2485bf8eb,4,Kelaniya Raja Maha Viharaya,"One of the most sacred Buddhist temples in Sri Lanka, believed to have been visited by Lord Buddha. It boasts vibrant murals and a stupa.","Kelaniya, Colombo",Western,0:00 AM,0:00 AM,7.534774392447118,80.557663210421, Accessible Parking,Ancient Buddhist monastery,"Photography, Sightseeing, Relaxing",4.8
652b9e279c8deef2485bf904,652b9d229c8deef2485bf8eb,2,Kelaniya Raja Maha Viharaya,"One of the most sacred Buddhist temples in Sri Lanka, believed to have been visited by Lord Buddha. It boasts vibrant murals and a stupa.","Kelaniya, Colombo",Western,0:00 AM,0:00 AM,7.534774392447118,80.557663210421, Accessible Parking,Ancient Buddhist monastery,"Photography, Sightseeing, Relaxing",4.8
652b9e279c8deef2485bf8f1,652b9d229c8deef2485bf8eb,1,Kelaniya Raja Maha Viharaya,"One of the most sacred Buddhist temples in Sri Lanka, believed to have been visited by Lord Buddha. It boasts vibrant murals and a stupa.","Kelaniya, Colombo",Western,0:00 AM,0:00 AM,7.534774392447118,80.557663210421, Accessible Parking,Ancient Buddhist monastery,"Photography, Sightseeing, Relaxing",4.8
652b9e279c8deef2485bf8f1,652b9d229c8deef2485bf8eb,4,Kelaniya Raja Maha Viharaya,"One of the most sacred Buddhist temples in Sri Lanka, believed to have been visited by Lord Buddha. It boasts vibrant murals and a stupa.","Kelaniya, Colombo",Western,0:00 AM,0:00 AM,7.534774392447118,80.557663210421, Accessible Parking,Ancient Buddhist monastery,"Photography, Sightseeing, Relaxing",4.8
652b9e279c8deef2485bf8ff,652b9d229c8deef2485bf8e6,2,Adisham Bungalow (St.Benedict's Monastery),"A beautifully preserved colonial mansion built by Sir Thomas Lester Villiers, featuring picturesque gardens and architecture.",Haputale,Central,9:00 AM,4:30 PM,6.772187450014337,80.9308764674591,"Wheelchair-accessible car park, Wheelchair-accessible entrance",British colonial era,"Photography, Sightseeing",4.6
652b9e279c8deef2485bf8ff,652b9d229c8deef2485bf8e6,4,Adisham Bungalow (St.Benedict's Monastery),"A beautifully preserved colonial mansion built by Sir Thomas Lester Villiers, featuring picturesque gardens and architecture.",Haputale,Central,9:00 AM,4:30 PM,6.772187450014337,80.9308764674591,"Wheelchair-accessible car park, Wheelchair-accessible entrance",British colonial era,"Photography, Sightseeing",4.6
652b9e279c8deef2485bf8f8,652b9d229c8deef2485bf8e6,1,Adisham Bungalow (St.Benedict's Monastery),"A beautifully preserved colonial mansion built by Sir Thomas Lester Villiers, featuring picturesque gardens and architecture.",Haputale,Central,9:00 AM,4:30 PM,6.772187450014337,80.9308764674591,"Wheelchair-accessible car park, Wheelchair-accessible entrance",British colonial era,"Photography, Sightseeing",4.6
652b9e279c8deef2485bf8fc,652b9d229c8deef2485bf8e6,3,Adisham Bungalow (St.Benedict's Monastery),"A beautifully preserved colonial mansion built by Sir Thomas Lester Villiers, featuring picturesque gardens and architecture.",Haputale,Central,9:00 AM,4:30 PM,6.772187450014337,80.9308764674591,"Wheelchair-accessible car park, Wheelchair-accessible entrance",British colonial era,"Photography, Sightseeing",4.6
652b9e279c8deef2485bf8fc,652b9d229c8deef2485bf8e6,4,Adisham Bungalow (St.Benedict's Monastery),"A beautifully preserved colonial mansion built by Sir Thomas Lester Villiers, featuring picturesque gardens and architecture.",Haputale,Central,9:00 AM,4:30 PM,6.772187450014337,80.9308764674591,"Wheelchair-accessible car park, Wheelchair-accessible entrance",British colonial era,"Photography, Sightseeing",4.6
652b9e279c8deef2485bf8fc,652b9d229c8deef2485bf8e6,4,Adisham Bungalow (St.Benedict's Monastery),"A beautifully preserved colonial mansion built by Sir Thomas Lester Villiers, featuring picturesque gardens and architecture.",Haputale,Central,9:00 AM,4:30 PM,6.772187450014337,80.9308764674591,"Wheelchair-accessible car park, Wheelchair-accessible entrance",British colonial era,"Photography, Sightseeing",4.6
652b9e279c8deef2485bf8fc,652b9d229c8deef2485bf8e6,4,Adisham Bungalow (St.Benedict's Monastery),"A beautifully preserved colonial mansion built by Sir Thomas Lester Villiers, featuring picturesque gardens and architecture.",Haputale,Central,9:00 AM,4:30 PM,6.772187450014337,80.9308764674591,"Wheelchair-accessible car park, Wheelchair-accessible entrance",British colonial era,"Photography, Sightseeing",4.6
652b9e279c8deef2485bf8fd,652b9d229c8deef2485bf8e6,4,Adisham Bungalow (St.Benedict's Monastery),"A beautifully preserved colonial mansion built by Sir Thomas Lester Villiers, featuring picturesque gardens and architecture.",Haputale,Central,9:00 AM,4:30 PM,6.772187450014337,80.9308764674591,"Wheelchair-accessible car park, Wheelchair-accessible entrance",British colonial era,"Photography, Sightseeing",4.6
652b9e279c8deef2485bf8fd,652b9d229c8deef2485bf8e6,5,Adisham Bungalow (St.Benedict's Monastery),"A beautifully preserved colonial mansion built by Sir Thomas Lester Villiers, featuring picturesque gardens and architecture.",Haputale,Central,9:00 AM,4:30 PM,6.772187450014337,80.9308764674591,"Wheelchair-accessible car park, Wheelchair-accessible entrance",British colonial era,"Photography, Sightseeing",4.6
652b9e279c8deef2485bf903,652b9d229c8deef2485bf8e6,5,Adisham Bungalow (St.Benedict's Monastery),"A beautifully preserved colonial mansion built by Sir Thomas Lester Villiers, featuring picturesque gardens and architecture.",Haputale,Central,9:00 AM,4:30 PM,6.772187450014337,80.9308764674591,"Wheelchair-accessible car park, Wheelchair-accessible entrance",British colonial era,"Photography, Sightseeing",4.6
